3,34413,What You Want,mase,total
4,34420,Let's Ride,montell jordan,master p,silkk the shocker
3,34420,What You Want,mase,total
4,34427,Let's Ride,montell jordan,master p,silkk the shocker
4,34434,Let's Ride,montell jordan,master p,silkk the shocker
3,34434,Romeo And Juliet,sylk-e. fyne,chill
3,34441,Let s Ride,montell jordan,master p
3,34441,Romeo And Juliet,sylk-e. fyne,chill
3,34448,Let s Ride,montell jordan,master p
3,34448,Romeo And Juliet,sylk-e. fyne,chill
3,34455,Let s Ride,montell jordan,master p
3,34455,Romeo And Juliet,sylk-e. fyne,chill
3,34462,Let s Ride,montell jordan,master p
3,34469,Let s Ride,montell jordan,master p
3,34476,I Get Lonely,janet,blackstreet
3,34483,I Get Lonely,janet,blackstreet
3,34490,I Get Lonely,janet,blackstreet
3,34497,I Get Lonely,janet,blackstreet
3,34504,I Get Lonely,janet,blackstreet
3,34511,I Get Lonely,janet,blackstreet
3,34511,Come With Me,puff daddy,jimmy page
3,34518,Come With Me,puff daddy,jimmy page
3,34518,I Get Lonely,janet,blackstreet
3,34525,Come With Me,puff daddy,jimmy page
3,34532,Come With Me,puff daddy,jimmy page
3,34532,Make It Hot,nicole,"missy ""misdemeanor"" elliott"
3,34539,Come With Me,puff daddy,jimmy page
3,34539,Make It Hot,nicole,"missy ""misdemeanor"" elliott"
3,34546,Make It Hot,nicole,"missy ""misdemeanor"" elliott"
3,34546,Come With Me,puff daddy,jimmy page
3,34553,Make It Hot,nicole,"missy ""misdemeanor"" elliott"
3,34553,Come With Me,puff daddy,jimmy page
3,34560,The Boy Is Mine,brandy,monica
4,34560,Make It Hot,nicole,"missy ""misdemeanor"" elliott",mocha
3,34560,Come With Me,puff daddy,jimmy page
3,34567,Make It Hot,nicole,"missy ""misdemeanor"" elliott"
3,34588,The Boy Is Mine,brandy,monica
3,34588,Lookin' At Me,mase,puff daddy
3,34595,The Boy Is Mine,brandy,monica
3,34595,Lookin' At Me,mase,puff daddy
3,34602,The Boy Is Mine,brandy,monica
3,34609,The Boy Is Mine,brandy,monica
3,34616,How Deep Is Your Love,dru hill,redman
3,34623,How Deep Is Your Love,dru hill,redman
3,34630,How Deep Is Your Love,dru hill,redman
3,34637,How Deep Is Your Love,dru hill,redman
3,34644,How Deep Is Your Love,dru hill,redman
3,34651,How Deep Is Your Love,dru hill,redman
3,34658,How Deep Is Your Love,dru hill,redman
3,34665,How Deep Is Your Love,dru hill,redman
3,34672,How Deep Is Your Love,dru hill,redman
3,34700,Trippin,total,missy elliott
3,34707,Trippin,total,missy elliott
3,34714,Trippin,total,missy elliott
3,34742,Heartbreak Hotel,whitney houston,faith evans
3,34749,Heartbreak Hotel,whitney houston,faith evans
3,34756,Heartbreak Hotel,whitney houston,faith evans
3,34763,Heartbreak Hotel,whitney houston,faith evans
3,34770,Heartbreak Hotel,whitney houston,faith evans
3,34777,Heartbreak Hotel,whitney houston,faith evans
3,34784,Heartbreak Hotel,whitney houston,faith evans
3,34784,What s It Gonna Be?!,busta rhymes,janet
3,34791,Heartbreak Hotel,whitney houston,faith evans
